,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
46,Altenrhein,2023-03-23,36.4,-1.6,2022-03-15,1.6
47,Buchs,,,,2022-03-07,
48,Bad Ragaz,,,,2022-03-05,
49,Flums (Seez),,,,2022-03-05,
50,Rapperswil-Jona,,,,2022-03-06,
51,Flawil (Oberglatt),,,,2022-03-07,
52,Wil,,,,2022-03-07,
53,Region Bern,,,,2022-02-10,
54,Poschiavo (Li Geri),,,,2022-11-05,
55,Schluein (Gruob),2023-03-22,39.0,-0.4,2023-02-27,0.4
56,Worblental,,,,2022-03-06,
57,Cazis (Waldau),,,,2022-04-07,
58,Scuol (Sot Ruinas),,,,2022-07-02,
59,S-chanf (Oberengadin),2023-03-22,27.7,-20.4,2022-12-31,20.4
60,Davos (Gadenstatt),2023-03-22,35.6,-13.5,2022-02-26,13.5
61,Klosters (Gulfia),,,,2022-12-22,
62,Chur,2023-03-23,28.4,3.8,2022-03-12,3.8
63,Arosa,,,,2022-04-09,
64,Landquart,,,,2022-11-07,
65,Seewis (Vorderes Prättigau),,,,2022-02-28,
66,Aarau,,,,2022-12-04,
67,Burgdorf,,,,2022-10-17,
68,Baden,,,,2022-12-09,
69,Bremgarten,,,,2022-07-22,
70,Wohlen,,,,2022-12-09,
71,Moossee-Urtenenbach,,,,2022-03-07,
72,Brugg,,,,2022-12-10,
73,Reinach,,,,2022-03-10,
74,Kaisten,,,,2022-07-19,
75,Lenzburg,,,,2022-11-29,
76,Aarburg,,,,2022-03-07,
77,Zofingen,,,,2022-12-23,
78,"Hefenhofen (Aachtal, Moos)",,,,2022-03-05,
79,Frauenfeld,,,,2022-03-05,
80,Weinfelden (Mittelthurgau),,,,2022-03-05,
81,Bellinzona (Giubiasco),,,,2022-03-22,
82,Locarno (Foce Ticino),,,,2022-03-25,
83,Locarno (Foce Maggia),2023-03-24,1.7,-2.2,2022-03-22,2.2
84,Lugano,2023-03-23,44.7,16.0,2022-03-13,16.0
85,Mendrisio (Rancate),,,,2022-02-10,
86,Chiasso (Vacallo),2023-03-24,100.0,93.7,2023-03-23,93.7
87,Bülach,,,,2022-03-10,
88,Lausanne (Vidy),,,,2022-03-07,
89,Morges,,,,2022-03-06,
90,Commugny,,,,2022-03-07,
91,Gland (Apec),,,,2022-03-30,
92,Nyon,,,,2022-03-28,
93,Grindelwald,,,,2022-07-11,
94,Lauterbrunnen,,,,2022-02-10,
95,Montreux/Pierrier,,,,2022-07-11,
96,Vevey (Aviron),,,,2022-03-05,
97,Interlaken,,,,2022-03-07,
98,Yverdon,,,,2022-07-11,
99,Brig-Glis (Briglina),,,,2022-09-24,
100,Bagnes-Le Châble,,,,2023-02-23,
101,Goms,,,,2022-07-17,
102,Martigny,,,,2022-10-10,
103,Sierre/Noes,,,,2022-10-15,
104,Sion/Chateauneuf,,,,2022-06-18,
105,Zermatt,,,,2022-07-15,
106,Colombier (La Saunerie),,,,2022-10-02,
107,La-Chaux-de-Fonds,,,,2022-03-06,
108,Neuchatel,2023-03-22,10.7,-1.2,2022-03-12,1.2
109,Satigny/Bois-de-Bay,,,,2022-03-21,
110,Thonex/Villette,,,,2022-03-25,
111,Aire,2023-03-23,47.0,24.5,2022-12-03,24.5
112,Laupen,2023-03-23,39.8,22.1,2022-03-12,22.1
113,Delemont (Sede),,,,2022-02-10,
114,Porrentruy (Sepe),,,,2022-11-17,
115,Biel,,,,2022-03-06,
116,Saanen,,,,2022-03-08,
117,Niederglatt (Fischb.-Gl.),,,,2022-07-11,
118,Thunersee,,,,2022-03-08,
119,Mittl. Emmental,,,,2022-03-05,
